AQI_ID,Location_ID,country,date,state,city,station,latitude,longitude,pollutant id,pollutant min,pollutant max,pollutant avg
A2450,L251,India,31-05-2026,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",13.41,80.11,NO2,15,27,20
A2451,L192,India,31-05-2026,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11.26,77.55,NO2,10,11,10
A2452,L192,India,31-05-2026,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11.26,77.55,OZONE,16,28,26
A2453,L182,India,31-05-2026,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.03,76.36,PM10,7,500,80
A2454,L261,India,31-05-2026,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",27.61,75.15,NO2,5,29,12
A2455,L261,India,31-05-2026,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",27.61,75.15,NH3,3,14,6
A2456,L261,India,31-05-2026,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",27.61,75.15,SO2,2,6,4
A2457,L261,India,31-05-2026,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",27.61,75.15,OZONE,38,111,54
A2458,L152,India,31-05-2026,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",24.89,72.86,PM10,16,120,71
A2459,L152,India,31-05-2026,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",24.89,72.86,SO2,2,4,3
A2460,L153,India,31-05-2026,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",29.93,73.86,NO2,23,89,50
A2461,L153,India,31-05-2026,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",29.93,73.86,OZONE,11,191,191
A2462,L154,India,31-05-2026,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",26.16,75.78,PM2.5,16,51,28
A2463,L154,India,31-05-2026,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",26.16,75.78,NO2,5,22,13
A2464,L156,India,31-05-2026,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.34,88.61,NH3,1,1,1
A2465,L156,India,31-05-2026,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.34,88.61,OZONE,16,30,25
A2466,L157,India,31-05-2026,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",13.07,80.21,PM10,62,111,85
A2467,L166,India,31-05-2026,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.79,75.83,NO2,14,50,24
A2468,L166,India,31-05-2026,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.96,75.77,PM2.5,13,405,59
A2469,L166,India,31-05-2026,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.96,75.77,NO2,5,18,9
A2470,L166,India,31-05-2026,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",26.96,75.77,NH3,10,18,15
A2471,L166,India,31-05-2026,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",26.95,75.73,NO2,41,91,54
A2472,L167,India,31-05-2026,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.91,70.91,PM2.5,52,414,175
A2473,L167,India,31-05-2026,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.91,70.91,PM10,102,500,283
A2474,L167,India,31-05-2026,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",26.91,70.91,NO2,6,22,11
A2475,L168,India,31-05-2026,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",25.34,72.63,NO2,3,27,8
A2476,L170,India,31-05-2026,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",28.11,75.39,OZONE,34,148,77
A2477,L171,India,31-05-2026,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",26.27,73.02,PM10,0,0,0
A2478,L171,India,31-05-2026,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",26.27,73.02,NH3,0,0,0
A2479,L171,India,31-05-2026,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",26.27,73.02,CO,0,0,0
A2480,L171,India,31-05-2026,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",26.3,73.08,NO2,0,0,0
A2481,L163,India,31-05-2026,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",11.93,79.8,OZONE,7,144,47
A2482,L164,India,31-05-2026,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",31.62,74.88,CO,8,17,10
A2483,L252,India,31-05-2026,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",30.23,74.91,NO2,29,44,34
A2484,L265,India,31-05-2026,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",31.32,75.58,PM2.5,33,50,42
A2485,L265,India,31-05-2026,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",31.32,75.58,PM10,33,49,41
A2486,L265,India,31-05-2026,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",31.32,75.58,NO2,10,29,15
A2487,L195,India,31-05-2026,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30.9,75.81,NH3,8,9,8
A2488,L195,India,31-05-2026,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30.9,75.81,OZONE,30,44,41
A2489,L196,India,31-05-2026,Punjab,Patiala,"Model Town, Patiala - PPCB",30.35,76.37,PM2.5,14,24,19
A2490,L253,India,31-05-2026,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",31.03,76.56,NO2,9,46,27
A2491,L253,India,31-05-2026,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",31.03,76.56,CO,36,50,44
A2492,L197,India,31-05-2026,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",26.47,74.65,NH3,7,11,8
A2493,L250,India,31-05-2026,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20.49,85.85,PM10,25,101,58
A2494,L250,India,31-05-2026,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20.49,85.85,NH3,1,9,2
A2495,L142,India,31-05-2026,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21.64,85.6,NO2,13,18,15
A2496,L262,India,31-05-2026,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",21.85,85.42,NH3,5,6,5
A2497,L158,India,31-05-2026,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",22.27,86.17,NH3,3,3,3
A2498,L158,India,31-05-2026,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",22.27,86.17,SO2,8,18,14
A2499,L158,India,31-05-2026,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",22.27,86.17,CO,8,48,14
A2500,L159,India,31-05-2026,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",22.19,84.86,PM10,68,101,72
A2501,L159,India,31-05-2026,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",22.19,84.86,CO,11,109,14
A2502,L159,India,31-05-2026,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",22.22,84.81,PM2.5,8,51,24
A2503,L161,India,31-05-2026,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",20.94,85.17,CO,12,63,37
A2504,L162,India,31-05-2026,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",21.87,85.17,OZONE,7,16,13
A2505,L171,India,31-05-2026,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",26.36,73.05,CO,6,144,73
A2506,L171,India,31-05-2026,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.25,72.98,PM10,0,0,0
A2507,L171,India,31-05-2026,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.25,72.98,NH3,0,0,0
A2508,L171,India,31-05-2026,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.25,72.98,CO,14,19,14
A2509,L178,India,31-05-2026,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",25.16,75.86,SO2,5,56,14
A2510,L179,India,31-05-2026,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",27.21,73.73,PM2.5,10,230,44
A2511,L260,India,31-05-2026,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",25.77,73.34,PM10,35,315,101
A2512,L260,India,31-05-2026,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",25.77,73.34,SO2,7,14,10
A2513,L180,India,31-05-2026,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",24.04,74.78,OZONE,54,116,64
A2514,L181,India,31-05-2026,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",25.04,73.88,PM10,7,136,55
A2515,L181,India,31-05-2026,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",25.04,73.88,OZONE,11,85,30
A2516,L182,India,31-05-2026,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.03,76.36,PM2.5,3,53,12
A2517,L183,India,31-05-2026,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",23.56,74.44,PM10,24,127,75
A2518,L254,India,31-05-2026,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",25.11,76.47,NO2,4,12,9
A2519,L254,India,31-05-2026,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",25.11,76.47,OZONE,49,196,87
A2520,L184,India,31-05-2026,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",25.75,71.39,NO2,3,17,6
A2521,L184,India,31-05-2026,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",25.75,71.39,NH3,2,4,3
A2522,L184,India,31-05-2026,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",25.75,71.39,OZONE,22,74,36
A2523,L185,India,31-05-2026,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.22,77.51,NO2,9,20,14
A2524,L185,India,31-05-2026,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.22,77.51,NH3,10,18,12
A2525,L185,India,31-05-2026,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.22,77.51,CO,10,28,20
A2526,L255,India,31-05-2026,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",25.34,74.62,PM2.5,2,103,28
A2527,L255,India,31-05-2026,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",25.34,74.62,CO,19,96,48
A2528,L187,India,31-05-2026,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.02,73.29,PM2.5,17,500,85
A2529,L165,India,31-05-2026,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",17.46,78.33,PM2.5,0,0,0
A2530,L165,India,31-05-2026,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.47,78.57,NO2,15,20,19
A2531,L165,India,31-05-2026,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.47,78.57,SO2,10,20,13
A2532,L165,India,31-05-2026,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",17.47,78.57,CO,18,45,21
A2533,L165,India,31-05-2026,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17.52,78.28,SO2,1,18,9
A2534,L165,India,31-05-2026,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",17.53,78.22,PM10,22,84,43
A2535,L165,India,31-05-2026,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.59,78.13,NO2,15,18,16
A2536,L165,India,31-05-2026,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.39,78.34,OZONE,18,39,24
A2537,L165,India,31-05-2026,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37,78.51,CO,28,46,31
A2538,L165,India,31-05-2026,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37,78.51,OZONE,19,42,25
A2539,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.47,80.32,NO2,43,50,47
A2540,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.47,80.32,SO2,12,13,12
A2541,L203,India,31-05-2026,Uttar Pradesh,Khora,"Prashant Garden, Khora - UPPCB",28.61,77.34,PM2.5,40,198,85
A2542,L204,India,31-05-2026,Uttar Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.23,77.87,PM10,0,0,0
A2543,L204,India,31-05-2026,Uttar Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.23,77.87,NO2,12,13,13
A2544,L204,India,31-05-2026,Uttar Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.23,77.87,OZONE,18,23,22
A2545,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.77,80.93,NH3,3,3,3
A2546,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.77,80.93,CO,22,26,23
A2547,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.87,81.01,NO2,8,14,9
A2548,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26.87,81.01,OZONE,36,64,43
A2549,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.91,80.95,NO2,6,24,16
A2550,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.91,80.95,NH3,9,18,14
A2551,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.91,80.95,SO2,5,11,8
A2552,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.91,80.95,CO,33,101,52
A2553,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.91,80.99,PM10,17,65,37
A2554,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.91,80.99,OZONE,29,77,58
A2555,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26.85,80.94,NO2,40,44,41
A2556,L221,India,31-05-2026,Uttar Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83,80.89,NO2,45,48,46
A2557,L222,India,31-05-2026,Uttar Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",29,77.76,PM2.5,11,47,29
A2558,L222,India,31-05-2026,Uttar Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",29,77.76,CO,38,54,48
A2559,L225,India,31-05-2026,Uttar Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",26.21,81.25,NO2,0,0,0
A2560,L225,India,31-05-2026,Uttar Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",26.21,81.25,SO2,0,0,0
A2561,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",25.35,82.91,OZONE,13,34,22
A2562,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.3,83,SO2,24,27,26
A2563,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.3,83,CO,5,16,9
A2564,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.26,83,PM10,0,0,0
A2565,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.26,83,SO2,0,0,0
A2566,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.26,83,OZONE,2,5,3
A2567,L226,India,31-05-2026,Uttar Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32,83,NO2,2,5,3
A2568,L209,India,31-05-2026,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30.27,78.04,SO2,1,1,1
A2569,L256,India,31-05-2026,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",29.21,78.96,SO2,0,0,0
A2570,L210,India,31-05-2026,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.08,78.29,PM2.5,2,2,2
A2571,L210,India,31-05-2026,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.08,78.29,PM10,71,103,78
A2572,L211,India,31-05-2026,West Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.69,86.95,SO2,12,27,16
A2573,L211,India,31-05-2026,West Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",23.7,86.94,NO2,9,40,20
A2574,L211,India,31-05-2026,West Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",23.7,86.94,CO,4,44,16
A2575,L211,India,31-05-2026,West Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",23.7,86.94,OZONE,3,39,21
A2576,L211,India,31-05-2026,West Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.62,87.11,NO2,2,2,2
A2577,L211,India,31-05-2026,West Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.62,87.11,SO2,3,8,5
A2578,L222,India,31-05-2026,Uttar Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",28.95,77.76,NO2,10,12,11
A2579,L222,India,31-05-2026,Uttar Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.06,77.71,NH3,1,10,3
A2580,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.84,78.74,PM2.5,5,40,22
A2581,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.84,78.74,PM10,25,88,42
A2582,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.84,78.74,NH3,5,5,5
A2583,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.89,78.74,PM2.5,23,66,39
A2584,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.89,78.74,NH3,4,4,4
A2585,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.86,78.77,NO2,25,25,25
A2586,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.86,78.77,SO2,31,73,55
A2587,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.86,78.77,OZONE,16,24,17
A2588,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.85,78.74,PM10,15,102,36
A2589,L227,India,31-05-2026,Uttar Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.85,78.74,NH3,4,4,4
A2590,L257,India,31-05-2026,Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.47,77.72,PM2.5,17,202,65
A2591,L257,India,31-05-2026,Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.47,77.72,PM10,29,376,92
A2592,L205,India,31-05-2026,West Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.61,88.35,CO,30,51,38
A2593,L205,India,31-05-2026,West Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.61,88.35,OZONE,12,21,16
A2594,L205,India,31-05-2026,West Bengal,Howrah,"Padmapukur, Howrah - WBPCB",22.57,88.28,NO2,24,84,47
A2595,L206,India,31-05-2026,West Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.54,88.36,SO2,5,8,6
A2596,L206,India,31-05-2026,West Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58,88.41,NH3,5,6,6
A2597,L206,India,31-05-2026,West Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58,88.41,SO2,9,10,9
A2598,L206,India,31-05-2026,West Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58,88.41,CO,25,42,33
A2599,L206,India,31-05-2026,West Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.56,88.34,NH3,9,10,9
A2600,L206,India,31-05-2026,West Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.5,88.37,PM10,23,54,36
A2601,L206,India,31-05-2026,West Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.63,88.38,PM2.5,22,58,40
A2602,L206,India,31-05-2026,West Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.63,88.38,SO2,8,11,9
A2603,L206,India,31-05-2026,West Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51,88.35,PM2.5,17,41,25
A2604,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.69,77.45,PM10,31,225,79
A2605,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.69,77.45,CO,27,50,37
A2606,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.66,77.36,PM10,38,121,70
A2607,L215,India,31-05-2026,Uttar Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.66,77.36,CO,6,46,11
A2608,L200,India,31-05-2026,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.56,77.45,PM2.5,19,70,46
A2609,L200,India,31-05-2026,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.56,77.45,NO2,17,44,28
A2610,L200,India,31-05-2026,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.56,77.45,CO,22,61,28
A2611,L200,India,31-05-2026,Uttar Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.56,77.45,OZONE,34,145,70
A2612,L263,India,31-05-2026,Uttar Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28.73,77.75,NH3,7,7,7
A2613,L201,India,31-05-2026,Uttar Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.45,78.6,PM2.5,11,41,26
A2614,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26.43,80.33,PM10,34,142,70
A2615,L202,India,31-05-2026,Uttar Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26.43,80.33,NH3,3,3,3
A2616,L165,India,31-05-2026,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.35,78.45,PM2.5,18,62,38
A2617,L165,India,31-05-2026,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.35,78.45,CO,2,45,32
A2618,L165,India,31-05-2026,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",17.35,78.45,OZONE,22,25,24
A2619,L216,India,31-05-2026,Uttar Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.24,78.02,PM2.5,2,53,25
A2620,L216,India,31-05-2026,Uttar Pradesh,Agra,"Rohta, Agra - UPPCB",27.11,78,PM10,19,69,45
A2621,L216,India,31-05-2026,Uttar Pradesh,Agra,"Rohta, Agra - UPPCB",27.11,78,CO,8,20,15
A2622,L216,India,31-05-2026,Uttar Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.2,78.01,SO2,19,20,20
A2623,L216,India,31-05-2026,Uttar Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.2,78.01,CO,28,30,29
A2624,L216,India,31-05-2026,Uttar Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27.2,78.01,OZONE,34,84,54
A2625,L216,India,31-05-2026,Uttar Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19,77.96,CO,8,16,12
A2626,L216,India,31-05-2026,Uttar Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.17,78.04,CO,12,16,14
A2627,L216,India,31-05-2026,Uttar Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.2,77.92,OZONE,12,14,14
A2628,L212,India,31-05-2026,West Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.76,88.36,OZONE,10,43,27
A2629,L219,India,31-05-2026,West Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.57,87.31,SO2,24,47,30
A2630,L219,India,31-05-2026,West Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.57,87.31,OZONE,9,71,43
A2631,L219,India,31-05-2026,West Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.51,87.35,PM2.5,21,63,42
A2632,L219,India,31-05-2026,West Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.51,87.35,OZONE,1,25,1
A2633,L219,India,31-05-2026,West Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",23.55,87.3,NO2,21,32,28
A2634,L219,India,31-05-2026,West Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",23.55,87.3,CO,20,62,33
A2635,L220,India,31-05-2026,West Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06,88.11,NO2,7,31,16
A2636,L220,India,31-05-2026,West Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06,88.11,OZONE,24,58,36
A2637,L205,India,31-05-2026,West Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",22.55,88.29,PM2.5,22,66,36
A2638,L257,India,31-05-2026,Uttar Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.47,77.72,OZONE,22,118,48
A2639,L223,India,31-05-2026,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",28.54,77.32,NH3,21,24,23
A2640,L223,India,31-05-2026,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",28.54,77.32,CO,2,50,14
A2641,L223,India,31-05-2026,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",28.59,77.31,PM2.5,18,96,47
A2642,L223,India,31-05-2026,Uttar Pradesh,Noida,"Sector-1, Noida - UPPCB",28.59,77.31,NH3,9,11,10
A2643,L223,India,31-05-2026,Uttar Pradesh,Noida,"Sector-116, Noida - UPPCB",28.57,77.39,SO2,8,13,11
A2644,L224,India,31-05-2026,Uttar Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.43,81.92,SO2,17,39,30
A2645,L224,India,31-05-2026,Uttar Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.49,81.86,SO2,11,88,36
A2646,L224,India,31-05-2026,Uttar Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.49,81.86,OZONE,12,66,26
A2647,L224,India,31-05-2026,Uttar Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.45,81.83,CO,13,20,16
